Query,Response
What is Button used for in ecommerce?,"Button is a mobile commerce optimization platform used to improve what happens after shoppers click affiliate, creator, advertising, or publisher links.

In ecommerce, companies use Button to:

Route shoppers to the best destination: It determines whether a customer is more likely to convert in a retailer’s mobile app, mobile website, or another shopping experience. 
Button
+1

Deep-link customers into apps: Instead of sending someone to a generic homepage, Button can direct them toward the relevant product or content inside the retailer’s app. Button says app journeys typically convert better than mobile-web journeys. 
Button

Improve affiliate and creator traffic: Retailers, publishers, and creator networks use it to turn standard commerce links into dynamically optimized customer journeys. 
Button
+1

Preserve attribution and tracking: Button uses first-party, deterministic data to help identify the source of transactions and reduce attribution lost when users move between browsers, websites, and apps. 
Button
+1

Increase conversions, revenue, and app installs: Its routing technology identifies broken or inefficient journeys and redirects traffic toward experiences more likely to produce a purchase or app installation. 
Button
+1

Connect loyalty programs with retailers: Button’s Tap product gives loyalty and rewards platforms access to ecommerce brands through a single integration. 
Button

Button is therefore not a replacement for Shopify, BigCommerce, or another storefront platform. It is an optimization and attribution layer that sits between traffic sources—such as affiliate sites, social creators, ads, and loyalty programs—and a retailer’s app or website.

Sources used:

https://www.usebutton.com/

https://www.usebutton.com/post/large-retailer-wins-and-growth-in-the-creator-economy-drive-button-to-surpass-10-billion-in-mobile-commerce-driven-in-2023

https://www.usebutton.com/post/buttons-commerce-optimization-platform-launches-button-for-publishers

https://www.usebutton.com/post/buttons-creator-network-and-publisher-solutions-are-the-easiest-way-to-maximize-revenue-from-your-commerce-strategies

https://www.usebutton.com/post/button-surpasses-1-billion-in-commerce-driven-monthly-as-retailers-and-publishers-leverage-buttons-ai-powered-commerce-optimization-platform

https://www.usebutton.com/post/button-surpasses-25-billion-in-all-time-commerce-on-the-platform-with-2025-proving-to-be-a-breakout-year-powered-by-the-creator-economy-and-continued-growth-of-commerce-media-and-affiliate-marketing

https://www.usebutton.com/tap"
How does Button work for mobile commerce?,"How Button works for mobile commerce

Button sits between a mobile shopping link and the retailer’s checkout experience. It is not a storefront or payment processor; it optimizes where shoppers go after tapping affiliate, creator, social, publisher, or retail-media links.

Typical customer journey

A shopper taps a commerce link
The link might appear in a creator’s post, a publisher’s article, a fintech rewards app, or an affiliate promotion.

Button evaluates the context
Its decisioning technology considers signals such as the device, operating system, browser or in-app webview, traffic source, and whether the retailer’s app is installed. 
Button
+1

The shopper is routed to the best destination
Depending on the situation, Button may:

Deep-link directly to the relevant product or offer inside the retailer’s app.

Prompt an app installation and preserve the intended destination.

Send the shopper to an optimized mobile-web or landing-page experience.

Button continually tests and adjusts these routes based on conversion performance rather than applying one static deep-linking rule to every visitor. 
Button
+1

Attribution is preserved
Button connects the original tap with subsequent events such as an app install and purchase. It can feed conversion information into affiliate networks and mobile measurement partners, helping publishers receive credit and retailers calculate commissions correctly. 
Button
+1

Performance improves over time
Its machine-learning system analyzes which journeys generate purchases and increasingly routes similar shoppers toward those experiences.

How different businesses use it

Retailers and brands use Button to increase app usage, reduce broken mobile links, attribute in-app purchases, and improve the conversion of affiliate and creator traffic.

Publishers, loyalty apps, and fintechs can use Button’s Tap product to integrate online offers, affiliate merchants, rewards, and card-linked offers through a single platform. 
Button

Creators and affiliates generally interact with Button through optimized links or participating networks, allowing their audiences to land closer to the desired product and reducing lost commissions caused by app redirects.

Simple example

A shopper taps a creator’s link for a specific pair of shoes:

Without optimization, the link may open the retailer’s homepage in a slow in-app browser.

With Button, an existing customer might be taken directly to the shoes inside the retailer’s app.

Someone without the app might receive an app-install or mobile-web journey selected for its likelihood of converting.

If a purchase occurs, Button helps connect it to the creator’s original link.

The main value is therefore less mobile friction, better app-to-app shopping, and more reliable affiliate attribution. Performance figures published by Button are based largely on its own customer studies, so expected lift should be validated through a controlled test using your traffic and economics.

Sources:

https://www.usebutton.com/dynamic-decisioning

https://www.usebutton.com/tap

https://www.usebutton.com/post/how-button-works-with-mobile-measurement-partners

https://www.usebutton.com/post/how-reach-product-enhancements-drove-a-37-lift-in-conversion-rate-for-a-leading-retailer

https://www.usebutton.com/post/large-retailer-wins-and-growth-in-the-creator-economy-drive-button-to-surpass-10-billion-in-mobile-commerce-driven-in-2023"
Is Button an ecommerce platform or a marketing tool?,"Button is closer to a marketing technology platform than a traditional ecommerce platform.

It does not provide the core storefront, catalog, checkout, inventory, and order-management functions associated with platforms such as Shopify or Adobe Commerce. Instead, Button sits alongside an existing ecommerce stack and helps brands, publishers, and creators improve mobile commerce performance. 
Button
+1

Its main capabilities include:

Mobile deep linking and app routing

Affiliate and creator-commerce tracking

Conversion and customer-journey optimization

Attribution protection

Affiliate program and publisher monetization tools

Button itself describes its product as a mobile commerce optimization and mobile marketing platform. So the most accurate classification is commerce-focused marketing technology, rather than a system for running an online store. 
Button
+1

https://www.usebutton.com/

https://www.usebutton.com/post/button-surpasses-1-billion-in-commerce-driven-monthly-as-retailers-and-publishers-leverage-buttons-ai-powered-commerce-optimization-platform

https://www.usebutton.com/full-service-network

https://www.usebutton.com/post/button-named-best-mobile-marketing-platform-in-martech-breakthrough-awards"
Who uses Button and what types of companies need Button?,"Button is primarily used by retailers, publishers, affiliate platforms, and creator networks that generate meaningful shopping traffic—especially on mobile.

Who uses Button?

Retailers and ecommerce brands use Button to improve conversion from affiliate, creator, social, and advertising traffic. It is especially relevant for retailers with mobile apps that want shoppers to open directly to the right product inside the app rather than landing on a generic webpage. 
Button
+2
Button
+2

Publishers and commerce-content companies use Button to monetize product recommendations, buying guides, deal content, and affiliate links. Button optimizes the path each visitor takes to the retailer and helps address lost revenue caused by poor deep linking or attribution. 
Button
+1

Creator networks and social-commerce platforms use Button to improve the performance of links shared through TikTok, Instagram, blogs, and other content. Its creator tools can route shoppers into retailer apps and connect creator traffic with affiliate and retail-media revenue. 
Button
+1

Affiliate networks and partner-marketing platforms can integrate with Button rather than necessarily replacing their existing systems. Button positions its technology as compatible with major affiliate and advertising networks. 
Button
+1

What types of companies need Button?

Button is most useful for companies that:

Generate substantial affiliate, creator, or social-commerce traffic.

Lose conversions when mobile shoppers move between social apps, browsers, retailer websites, and shopping apps.

Have a retailer app and want more purchases to occur inside it.

Need stronger attribution for affiliate and creator-driven transactions.

Want to increase revenue from existing traffic without simply buying more traffic.

Operate a network of creators, publishers, or commerce partners at scale.

A small ecommerce business with no mobile app, limited affiliate traffic, and only a few creator relationships may not need Button’s full platform. In that situation, a conventional affiliate network, link-management tool, or ecommerce analytics product may be sufficient. Button becomes more compelling as mobile traffic volume and partner complexity increase.

Sources:

https://www.usebutton.com/

https://www.usebutton.com/full-service-network

https://www.usebutton.com/post/buttons-creator-network-and-publisher-solutions-are-the-easiest-way-to-maximize-revenue-from-your-commerce-strategies

https://www.usebutton.com/post/large-retailer-wins-and-growth-in-the-creator-economy-drive-button-to-surpass-10-billion-in-mobile-commerce-driven-in-2023

https://www.usebutton.com/post/buttons-commerce-optimization-platform-launches-button-for-publishers

https://www.usebutton.com/for-creators

https://links.usebutton.com/

https://www.usebutton.com/product-listing-ads

https://impact.com/marketing-intelligence/ai-driven-affiliate-marketing-button-and-impact-com-integration/"
Is Button only for large retailers or can smaller businesses use Button?,"Button can work for smaller businesses—but its retailer product skews toward larger brands

Button does not publicly state a minimum company size, and it says its technology can work with “any retailer.” Its integrations are described as lightweight and compatible with major affiliate networks. 
Button
+1

However, Button’s own materials describe its typical retailer customers as large ecommerce companies with mobile apps, and its retailer pages use a sales-led “request a demo” process rather than public, self-service pricing. That suggests the retailer offering is primarily enterprise-oriented. 
Button
+1

A smaller retailer is likely a reasonable fit when it has:

Meaningful mobile traffic or a shopping app

An established affiliate, influencer, or creator program

Lost attribution or poor deep-linking between mobile web and app

Enough transaction volume to justify an integration and managed vendor relationship

Button is probably less suitable for a very small or early-stage store that has little affiliate traffic, no mobile app, limited engineering resources, or needs an inexpensive plug-and-play Shopify-style tool.

For smaller publishers, creator networks, or commerce businesses, Button may be more accessible: it promotes low-code and no-code solutions and says its full-service network can help launch an affiliate strategy from scratch. 
Button
+1

Bottom line: Smaller businesses are not necessarily excluded, but Button makes the most sense after a company has meaningful mobile commerce and affiliate volume. A small retailer should ask Button about minimum traffic, transaction volume, contract terms, integration support, and pricing before committing.

Sources:

https://www.usebutton.com/post/large-retailer-wins-and-growth-in-the-creator-economy-drive-button-to-surpass-10-billion-in-mobile-commerce-driven-in-2023

https://www.usebutton.com/dynamic-decisioning

https://www.usebutton.com/post/buttons-commerce-optimization-platform-launches-button-for-publishers

https://www.usebutton.com/full-service-network"
How do brands use Button for affiliate marketing?,"Brands use Button as a mobile optimization and measurement layer for affiliate traffic, often alongside an existing affiliate network such as CJ. Its main purpose is to turn affiliate clicks into smoother, better-tracked mobile shopping journeys. 
Button
+1

Typical brand workflow

Connect the existing affiliate program
A brand integrates Button with its affiliate network, app and mobile website. It does not necessarily need to replace its current publisher relationships or network infrastructure. 
Junction
+1

Optimize every affiliate click
Button evaluates contextual signals—such as device, browser, operating system and whether the shopper has the brand’s app—to determine the highest-converting destination. 
Button

Deep-link shoppers to the right product
Instead of sending mobile users to a generic homepage or an awkward web page, Button can open the relevant product, offer or category inside the brand’s app. This reduces friction between an influencer or publisher link and checkout. 
Junction
+1

Turn affiliate traffic into app growth
Brands can use affiliate clicks to generate app installs, app opens, in-app purchases and repeat usage—not just one-time mobile-web sales. CJ describes its Button partnership as transforming affiliate into an app-acquisition channel. 
Junction
+1

Preserve attribution and commissions
Button helps maintain transaction tracking as customers move across mobile web and apps, so brands can understand performance and publishers can receive credit for the conversions they generated. 
Junction
+1

Create customized post-click experiences
Brands can build dynamic landing experiences that automatically surface promotions, apply coupon codes or highlight higher-value products before directing shoppers into the app or checkout flow. 
Button

Expand publisher and creator distribution
Button’s marketplace and full-service network can also connect retailers with publishers, loyalty apps and creator networks, giving brands another source of affiliate and commerce traffic. 
Button
+1

In practical terms: a creator posts a tracked link to a retailer’s product. When a shopper taps it, Button selects the best web or app journey, opens the appropriate product, preserves affiliate attribution and records the resulting install or purchase. The brand then pays commissions through the applicable affiliate arrangement.

Performance claims on Button’s website—such as conversion or revenue improvements—should be treated as vendor- or partner-reported results; actual performance will depend on the brand, publishers, app adoption and existing mobile experience.

https://www.usebutton.com/old-home-2

https://www.usebutton.com/full-service-network

https://www.usebutton.com/post/large-retailer-wins-and-growth-in-the-creator-economy-drive-button-to-surpass-10-billion-in-mobile-commerce-driven-in-2023

https://www.usebutton.com/post/supercharge-mobile-affiliate-marketing-with-dynamic-landing-pages

https://www.usebutton.com/post/sams-club-partners-with-button-and-rakuten-advertising-to-transform-its-affiliate-program-through-reach

https://www.usebutton.com/post/button-and-branch-join-hands-to-help-brands-unlock-mobile-growth-in-the-affiliate-channel

https://www.usebutton.com/post/button-announces-partnership-with-fetch

https://junction.cj.com/en-gb/article/cj-button-partner-to-transform-affiliate-into-an-app-acquisition-channel

https://junction.cj.com/article/cj-x-button-clients-see-incremental-value-from-improved-mobile-experiences

https://www.cj.com/platform/tech-partners"
How do creators use Button to make money?,"Creators use Button to earn more from affiliate links, rather than receiving payment simply for posting content.

How it works

Recommend products
Creators feature products in TikTok videos, Instagram posts, Pinterest content, blogs, or other channels.

Create optimized affiliate links
Creators may access Button through a creator network or agency. For Amazon links, individual creators can use Button’s PostTap product alongside an existing Amazon Associates account. 
Button
+1

Send shoppers to the best purchasing destination
When someone taps the link, Button can route them directly to the relevant product in a retailer’s app when installed, or to the appropriate web page otherwise. This reduces logins, repeated searches, and other checkout friction. 
PostTap
+1

Receive credit for purchases
Button tracks the journey from tap to purchase, helping prevent attribution from being lost as shoppers move between social platforms, browsers, and retailer apps. The creator then earns the commission provided by the underlying affiliate program. 
Button

Improve future content
Real-time analytics show which links and content drive clicks and sales, allowing creators to focus on products and platforms that generate the most revenue. 
PostTap

Simple example

A creator posts an Amazon kitchen-product recommendation on Instagram. They replace their normal Amazon Associates link with a PostTap shortlink. A follower taps it, the correct product opens in the Amazon app, the follower buys it, and the creator receives the normal Amazon affiliate commission—with Button helping improve conversion and preserve tracking.

Button reports commission or revenue-per-click lifts of up to 200% in some implementations, but these are company-reported results and not guaranteed for every creator. PostTap currently states that creators are not charged a fee for using its product. 
PostTap
+1

Bottom line: Button does not replace the creator’s affiliate program. It improves the links, mobile shopping journey, tracking, and conversion rate so existing audience traffic can produce more commissions.

Sources:

https://www.usebutton.com/for-creators

https://www.posttap.com/

https://www.usebutton.com/post/how-to-drive-200-lift-in-commissions-with-buttons-shortlink-api

https://www.usebutton.com/post/button-partnership-drives-better-experience-and-higher-conversions-for-creators-and-affiliates"
How do publishers use Button to increase affiliate revenue?,"Publishers use Button to earn more from the affiliate traffic they already generate, primarily by improving what happens after a reader taps a commerce link.

How it increases revenue

Optimizes each click’s destination
Button uses AI, routing tests, and deep-linking signals to send shoppers to the purchase path most likely to convert—for example, directly into a retailer’s app when that experience is expected to outperform mobile web. 
Button
+1

Fixes broken mobile journeys
Affiliate revenue can be lost when links open homepages, fail inside social-media browsers, or do not carry attribution correctly between websites and apps. Button is designed to detect and reduce these failures, improving conversion rates and earnings per click. 
Button
+1

Preserves affiliate attribution
Button adds and manages the tracking needed to credit the publisher when a purchase occurs, including journeys that cross from mobile web into a retailer’s app. 
Button
+1

Works with existing affiliate relationships
Publishers generally do not need to replace their affiliate networks or renegotiate retailer partnerships. Button can sit on top of existing relationships and report performance through existing dashboards. 
Button

Automates link and campaign management
It can dynamically manage tags, routing rules, attribution parameters and A/B variants, reducing the ongoing product and engineering work required to keep commerce links optimized. 
Button

Provides access to more merchants
Publishers that do not already have a mature affiliate operation can use Button’s marketplace and retailer-management services to access merchants without independently integrating with numerous networks. 
Button

Adds multiple monetization models
Beyond standard cost-per-acquisition commissions, Button says publishers can combine CPA revenue with sponsored cost-per-click placements and fixed-fee campaigns, monetizing more stages of the shopping journey. 
Button

Practical example

A publisher places an affiliate product link in an article. Button evaluates the shopper’s device, browser, app availability and other conditions, then routes the tap to the experience predicted to generate the highest conversion while retaining attribution. The publisher receives the same underlying affiliate commission, but potentially earns more because a larger percentage of clicks convert.

Button reports lifts including 20%+ higher mobile-web earnings per click, 100%+ improvement on social traffic, and up to 40% affiliate-revenue growth in certain publisher implementations. These are Button-reported figures based on its own customers and should not be treated as guaranteed results. 
Button
+2
Button
+2

Sources:

https://www.usebutton.com/post/buttons-commerce-optimization-platform-launches-button-for-publishers

https://www.usebutton.com/post/buttons-creator-network-and-publisher-solutions-are-the-easiest-way-to-maximize-revenue-from-your-commerce-strategies

https://www.usebutton.com/post/button-is-available-in-amazon-publisher-services-connections-marketplace

https://www.usebutton.com/post/rebuilding-publisher-monetization-in-the-age-of-ai

https://www.usebutton.com/post/accelerating-revenue-growth-through-increased-site-traffic"
What industries use Button?,"Button is used primarily in industries where mobile shopping, affiliate marketing, creator traffic, and app conversions are important.

Main industries and customer segments

Retail and ecommerce: Online retailers, marketplaces, apparel brands, and other consumer merchants use Button to route shoppers to the highest-converting product or app experience.

Media and publishing: Editorial sites, shopping-content publishers, review platforms, and app publishers use Button to monetize commerce links and improve affiliate revenue.

Creator and influencer marketing: Creator networks, influencer platforms, and social-commerce businesses use Button to track purchases, improve link performance, and attribute commissions.

Advertising and retail media: Advertisers, brands, manufacturers, and sellers use Button to connect performance-marketing budgets with publisher or creator content.

Delivery and on-demand services: Food delivery and other app-based services use Button to improve mobile routing, app installs, and affiliate conversions.

Consumer technology and mobile apps: Technology companies and app-first businesses use Button for deep linking, attribution, user acquisition, and app engagement.

Mobility and transportation: Companies such as Uber have used Button to optimize affiliate traffic and direct users into relevant app experiences.

Button’s current website organizes its customers mainly as retailers, publishers, advertisers, and creators, rather than around a rigid list of industry verticals. Its strongest fit is generally a consumer-facing business with meaningful mobile, affiliate, social, or creator-driven traffic. 
Button
+2
Button
+2

Sources:

https://www.usebutton.com/

https://www.usebutton.com/post/total-economic-impact-tm-study-finds-432-roi-for-button-partners

https://www.usebutton.com/post/button-surpasses-25-billion-in-all-time-commerce-on-the-platform-with-2025-proving-to-be-a-breakout-year-powered-by-the-creator-economy-and-continued-growth-of-commerce-media-and-affiliate-marketing"
How much does Button cost to use?,"Button does not publish standard pricing plans or a fixed dollar amount. Its current website directs retailers, publishers, and creator platforms to request a demo or contact sales, so pricing appears to be negotiated based on traffic volume, products used, integrations, and service requirements. 
Button
+1

What is publicly known:

Retailers and brands: Expect a custom enterprise quote, potentially involving platform, implementation, managed-service, or performance-related fees.

Publishers and creator platforms: Button’s model can be revenue-generating rather than a conventional subscription—its documentation says publishers can earn commissions on purchases and bounties for installs. 
Building Button

Testing: Button advertises free testing of its deep-linking solution, but this does not mean the complete platform is free. 
Button

Bottom line: There is no verified public monthly or annual price. You will need a custom quote from Button, and should ask for the platform fee, revenue-share or commission terms, implementation costs, minimum commitments, and contract length separately.

Sources:

https://www.usebutton.com/

https://www.usebutton.com/full-service-network

https://building.usebutton.com/button-ios/latest/index.html

https://www.usebutton.com/tap"
Does Button have pricing plans or enterprise pricing?,"Button does not publicly list fixed pricing plans or standard subscription tiers. Its website directs retailers, publishers, and creator networks to request a demo or contact the sales team, indicating a custom, enterprise-style pricing model. 
Button
+2
Button
+2

Pricing is likely quoted based on factors such as the Button product used, traffic or transaction volume, integration requirements, and service level. However, Button does not publicly disclose specific fees, minimum contracts, or commission rates. Third-party pricing listings also report that no published plans are currently available. 
TrustRadius

Bottom line: expect a negotiated enterprise quote rather than a self-service monthly plan. Contact Button and request details on implementation fees, recurring platform fees, performance-based charges, contract minimums, and trial or pilot options.

Sources:

https://www.usebutton.com/contact-us

https://www.usebutton.com/full-service-network

https://www.usebutton.com/product-listing-ads

https://www.trustradius.com/products/button/pricing"
Is Button free to use?,"Button is not generally free to use. Its website does not list a permanent free plan or public self-service pricing; instead, businesses are directed to request a demo or contact Button for customized commercial terms. 
Button
+2
Button
+2

Button does state that publishers can test its deep-linking solution free of charge, but this appears to be a trial or pilot rather than an ongoing free tier. 
Button

https://www.usebutton.com/

https://www.usebutton.com/full-service-network

https://www.usebutton.com/for-creators

https://www.usebutton.com/tap"
Does Button charge a commission or subscription fee?,"Button does not publish a standard commission rate or subscription price for its main retailer and publisher products. Its website directs businesses to request a demo, indicating that pricing is negotiated based on the product, traffic volume, integration, and partnership structure. 
Button

A key distinction:

Affiliate commissions: Retailers set commission rates, and publishers or creators earn those commissions when they drive purchases. These are not necessarily fees retained by Button. 
Button Developers
+1

Button platform fees: Public materials do not disclose whether each customer pays a subscription, performance-based fee, commission share, or a combination. You would need a custom quote.

PostTap creator app: Button’s terms say it may be offered free or become a paid product, with advance notice if fees are introduced. 
Button

Bottom line: Expect custom or enterprise pricing rather than a publicly listed flat subscription. Ask Button whether the proposal includes a recurring platform fee, setup fee, minimum commitment, or percentage of attributable revenue.

https://www.usebutton.com/

https://developer.usebutton.com/docs/publishers-getting-started

https://developer.usebutton.com/docs/validating-order-reporting

https://www.usebutton.com/support/terms-of-service"
Is Button worth it for ecommerce businesses?,"Verdict

Button is worth evaluating for ecommerce businesses with a mobile app and substantial affiliate, creator, or social-commerce traffic. It is less likely to justify its cost for smaller, web-only stores or businesses with modest affiliate volume.

Button is an optimization layer—not a replacement for Shopify, BigCommerce, or another ecommerce platform. Its main value is routing mobile shoppers to the highest-converting destination, repairing deep links, and preserving attribution across mobile web, app installs, and in-app purchases. 
Button
+1

Strong fit when you:

Operate a well-adopted iOS or Android shopping app.

Receive meaningful traffic from affiliates, influencers, creators, or social platforms.

Suspect mobile links are opening the wrong page or losing attribution.

Need affiliate networks, mobile measurement partners, and app purchase data to work together.

Have enough transaction volume for small conversion improvements to produce significant incremental profit.

Button reports some compelling results: Sam’s Club experienced a 165% increase in mobile affiliate revenue and an 81% increase in conversion rate, while an Awin partnership produced 2.7 times higher app conversion than mobile web and a 110% lift in app revenue per tap. 
Button
+1

A 2026 Forrester Consulting study commissioned by Button modeled a 432% three-year ROI, $3.4 million in net present value, and payback in under six months for a composite $1 billion B2C retailer. Those results suggest strong enterprise potential, but they should not be treated as guaranteed outcomes—particularly because the study was commissioned and represents a large retailer. 
Button

Probably not worth it when you:

Do not have a mobile app.

Generate little revenue from affiliate or creator channels.

Have limited engineering, analytics, or privacy-review resources.

Need simple, self-service software with transparent monthly pricing.

Cannot run a controlled test to verify incremental revenue.

Button currently directs retailers to request a demo rather than displaying standard retail pricing publicly, so the commercial case will depend on the negotiated fee, implementation requirements, and your mobile traffic volume. Its privacy policy also shows that implementations may involve an SDK, device information, pseudonymous identifiers, cookies, and location-related information, making legal and data-governance review important. 
Button
+1

Recommended decision

Run a controlled pilot on part of your mobile affiliate or creator traffic. Measure:

Revenue and conversion rate per tap.

Incremental app installs.

Correctly attributed app orders.

Commission discrepancies.

Incremental gross profit after Button fees and implementation costs.

A practical threshold is to proceed only when the pilot demonstrates credible incremental profit exceeding the full first-year cost, with results that hold against a control group.

Bottom line: Button appears strongest for mid-market and enterprise retailers whose mobile app materially outperforms mobile web. For a small or web-first ecommerce operation, it is probably more platform than you need.

Sources:

https://www.usebutton.com/dynamic-decisioning

https://pubapi-staging.usebutton.com/

https://www.usebutton.com/post/awin-and-button-more-than-double-in-app-conversion-rates

https://www.usebutton.com/post/sams-club-experienced-a-165-increase-in-total-mobile-affiliate-revenue-with-buttons-reach

https://www.usebutton.com/post/total-economic-impact-tm-study-finds-432-roi-for-button-partners

https://www.usebutton.com/contact-us

https://www.usebutton.com/support/privacy-policy"
Is Button worth using for affiliate marketing?,"Verdict

Button is worth testing for affiliate marketing when mobile traffic, app conversions, or creator/social links are important to your business. It is less compelling for a small, desktop-focused affiliate operation that mainly needs a simple marketplace of merchant programs.

Button’s strongest differentiation is not basic affiliate-link creation. It optimizes what happens after the click—routing shoppers into the correct product page or retailer app, preserving attribution, and improving mobile conversion. It can also work alongside existing affiliate-network relationships rather than necessarily replacing them. 
Button
+2
Button
+2

Button is a strong fit when you:

Generate substantial traffic from Instagram, TikTok, mobile apps, or mobile content.

Promote retailers whose customers frequently purchase in their apps.

Experience broken deep links, lost attribution, or lower mobile conversion rates.

Operate a retailer affiliate program, publisher, creator network, or affiliate platform at meaningful scale.

Want an optimization layer that can complement networks such as Awin or Rakuten Advertising. 
Button
+2
Button
+2

Button reports significant results from its platform, including higher mobile affiliate revenue, app installs, and revenue per tap. Its published case studies include a reported doubling of affiliate-program revenue for Uber and a modeled 65% conversion-rate lift in a Button-commissioned Forrester study. These are promising indicators, but they are vendor-provided results rather than guarantees for every customer. 
Button
+2
Button
+2

Button may not be worth it when you:

Have low affiliate traffic and cannot run a statistically meaningful test.

Receive most conversions from desktop visitors.

Primarily need partner recruitment, contracts, automated payouts, and complete partnership administration; a broader platform such as impact.com may better match that requirement. 
impact.com

Need transparent, self-service pricing before speaking with sales. Button’s business pages generally direct customers to request a demo, and I did not find a standard public price list. Its creator-app terms also reserve the option to introduce fees. 
Button
+2
Button
+2

Recommended decision

Treat Button as a conversion and attribution optimization investment, not merely another affiliate network. Run a controlled pilot and compare:

Mobile conversion rate

Earnings per click

App installs and app purchases

Attributed affiliate revenue

Commission recovery

Incremental profit after Button’s fees

Proceed if Button produces measurable net lift beyond your existing network and linking setup. For mobile-heavy retailers, publishers, and creator platforms, the potential fit is strong; for a new or low-volume affiliate, starting with a simpler self-service network is usually more practical.

Sources used:

https://www.usebutton.com/dynamic-decisioning

https://www.usebutton.com/full-service-network

https://www.usebutton.com/for-creators

https://www.usebutton.com/post/button-launches-reach

https://www.usebutton.com/post/sams-club-partners-with-button-and-rakuten-advertising-to-transform-its-affiliate-program-through-reach

https://www.usebutton.com/post/button-surpasses-25-billion-in-all-time-commerce-on-the-platform-with-2025-proving-to-be-a-breakout-year-powered-by-the-creator-economy-and-continued-growth-of-commerce-media-and-affiliate-marketing

https://www.usebutton.com/post/how-button-doubled-affiliate-revenue-for-uber

https://www.usebutton.com/post/total-economic-impact-tm-study-finds-432-roi-for-button-partners

https://www.usebutton.com/post/buttons-commerce-optimization-platform-launches-button-for-publishers

https://www.usebutton.com/post/with-one-simple-fix-retailers-can-2x-affiliate-revenue-this-month

https://www.usebutton.com/support/terms-of-service

https://impact.com/affiliate-marketing/"
Is Button legitimate?,"Verdict

Yes—Button (usebutton.com) appears to be a legitimate, established commerce technology company, not a scam.

Evidence includes:

Button has operated as a mobile-commerce and affiliate technology company for years. TechCrunch reported its $20 million Series B funding round in 2017, backed by firms including Norwest Venture Partners, Redpoint, DCM, and Greycroft. 
TechCrunch

Growth-equity firm PSG announced a strategic investment in Button in June 2025, indicating that it underwent institutional investment due diligence. 
PSG Equity

Button maintains formal terms of service, privacy documentation, GDPR and CCPA notices, and a security-reporting process under the legal name Button, Inc. 
Button
+3
Button
+3
Button
+3

Its current website describes an active platform serving brands, retailers, publishers, creators, and affiliate partners. 
Button
+1

Important distinction

“Legitimate” does not necessarily mean Button will be profitable or suitable for every company. Before signing, verify:

Pricing, commissions and minimum commitments

Attribution rules and payment schedules

Supported merchants and affiliate networks

Data ownership and tracking requirements

Cancellation and contract-renewal terms

References from customers similar to your business

Overall, Button is a real and credible B2B platform, but its commercial value should be validated through a pilot or detailed performance analysis rather than assumed from its marketing claims.

https://techcrunch.com/2017/01/25/button-the-marketplace-for-app-integrations-lands-20-million-in-series-b-funding/

https://psgequity.com/news/button-secures-strategic-growth-investment-from-psg

https://www.usebutton.com/

https://www.usebutton.com/full-service-network

https://www.usebutton.com/support/privacy-policy

https://www.usebutton.com/support/terms-of-service

https://www.usebutton.com/support/ccpa-notice

https://www.usebutton.com/support/security"
Is Button a trustworthy company?,"Verdict

Yes—Button appears to be a legitimate and generally trustworthy B2B technology company, not a scam. It has operated since 2014, maintains an established mobile-commerce platform, and received a strategic growth investment from private-equity firm PSG in June 2025. 
G2
+1

Positive trust signals include:

Published privacy, GDPR, and CCPA documentation explaining how its SDK, links, and platform process data. 
Button
+2
Button
+2

A responsible vulnerability-disclosure channel and documented SAML single sign-on support for enterprise accounts. 
Button
+1

Verified G2 reviews averaging 4.5/5, although the sample is only four reviews. 
G2
+1

Publicly documented work with recognizable companies such as Uber and Groupon—though these case studies are published by Button itself. 
Button
+1

The main caution is that independent customer feedback is limited, and I did not find a publicly accessible SOC 2 report during this review. Before signing a substantial contract, request its current SOC 2 or equivalent security assessment, data-processing agreement, uptime commitments, customer references, termination terms, and a clear explanation of fees and attribution rules.

Bottom line: Button is credible enough to evaluate and shortlist, but enterprise buyers should still complete normal security, legal, and commercial due diligence.

Sources:

https://www.g2.com/sellers/button

https://www.g2.com/products/button/reviews

https://psgequity.com/news/button-secures-strategic-growth-investment-from-psg

https://www.usebutton.com/support/privacy-policy

https://www.usebutton.com/support/gdpr-notice

https://www.usebutton.com/support/ccpa-notice

https://www.usebutton.com/support/security

https://developer.usebutton.com/docs/saml-sso-provider-setup

https://www.usebutton.com/post/case-study-how-groupon-button-won-the-most-innovative-performance-marketing-award

https://www.usebutton.com/post/how-button-doubled-affiliate-revenue-for-uber"
How long has Button been around?,"Button was founded in 2014, so it has been operating for about 12 years as of July 2026. It began as a mobile-commerce platform focused on connecting consumers, publishers, and retailers through deep linking and affiliate technology. 
Button
+1

Sources:

https://www.usebutton.com/post/button-the-worlds-leading-mobile-experience-platform-surpasses-8b-in-commerce-driven

https://www.norwest.com/?case_studies=button-win-win-win-mobile-commerce-solution"
