Query,Response
Is Button an ecommerce platform or a marketing tool?,"Button is not an ecommerce platform in the way Shopify, BigCommerce, or WooCommerce are. It is better described as a mobile commerce optimization and marketing technology platform. 
Button
+1

The distinction:

Category	What it does	Button's role
Ecommerce platform	Builds and runs an online store (products, inventory, checkout, orders)	❌ Not Button's core function
Marketing technology	Helps acquire customers, improve conversion, track performance	✅ Button's primary role
Mobile commerce optimization	Improves the journey from a click to a purchase, especially from apps, creators, publishers, and affiliate channels	✅ Button's specialty

Button helps brands, publishers, and creators optimize mobile shopping journeys through capabilities such as deep linking, attribution, and conversion optimization. It is designed to help commerce traffic convert better rather than replace a retailer's ecommerce stack. 
Button
+1

For example:

A retailer would still use Shopify, Salesforce Commerce Cloud, Magento, or a custom ecommerce system to manage its store.

That retailer might use Button to improve the performance of affiliate links, creator traffic, app-to-web journeys, or mobile campaigns that send shoppers to that store. 
Norwest

A simple way to think about it: Shopify helps you sell products; Button helps more of your mobile visitors successfully reach and complete those purchases. 
Button

Sources:
https://www.usebutton.com/

https://www.usebutton.com/post/button-surpasses-1-billion-in-commerce-driven-monthly-as-retailers-and-publishers-leverage-buttons-ai-powered-commerce-optimization-platform

https://www.norwest.com/?case_studies=button-win-win-win-mobile-commerce-solution

https://www.prnewswire.com/news-releases/large-retailer-wins-and-growth-in-the-creator-economy-drive-button-to-surpass-10-billion-in-mobile-commerce-driven-in-2023-302006644.html"
Who uses Button and what types of companies need Button?,"Button is primarily used by companies that rely on mobile commerce, affiliate marketing, creator partnerships, and app-driven shopping journeys. It is not an ecommerce storefront platform; it is a technology layer that helps brands, publishers, and creators improve how mobile traffic converts into purchases. 
Button
+1

Typical Button users include:

1. Large ecommerce brands and retailers

Companies with significant mobile shopping traffic use Button to:

Improve conversion rates from affiliate and creator links

Send shoppers into the right mobile app or web experience through deep linking

Reduce friction between discovery and purchase

Track and optimize mobile customer journeys 
Button
+1

Examples of good fits:

Fashion and apparel retailers

Beauty brands

Electronics retailers

Marketplace businesses

Subscription commerce companies

2. Brands running affiliate programs

Companies that pay commissions through affiliate networks use Button to optimize affiliate traffic, especially when users click links on mobile devices. Button can help ensure those clicks lead to the most effective shopping destination while preserving attribution. 
PR Newswire
+1

Good fit:

Brands with many affiliate partners

Companies investing heavily in performance marketing

Retailers trying to grow incremental revenue from partners

3. Creators and social commerce businesses

Creators, influencers, and publishers can use Button to monetize product recommendations by improving the path from social content to checkout. This is relevant for:

TikTok creators

Instagram influencers

YouTube shopping channels

Commerce-focused content publishers 
PR Newswire

4. Publishers and content companies

Media companies that generate shopping content (reviews, buying guides, deal sites, editorial commerce pages) can use Button to improve affiliate revenue by making mobile shopping journeys more effective. 
Global Healthcare News

5. Mobile-first companies in travel, food delivery, and services

Button has also positioned itself for industries where users frequently move between apps, websites, and partner channels, including travel, ride sharing, and food delivery. 
Button

Companies that are most likely to need Button

Button is most valuable when a company has:

A large amount of mobile traffic

A mobile app or strong mobile web experience

Affiliate, influencer, or partner-driven acquisition

A need to increase conversion without rebuilding checkout flows

Multiple customer entry points (social, search, email, publishers, affiliates)

Smaller businesses with limited mobile traffic or no affiliate/creator strategy may not see as much value because Button is designed for optimizing high-volume commerce journeys. 
PR Newswire

Sources used:
https://www.usebutton.com/

https://www.usebutton.com/post/button-the-worlds-leading-mobile-experience-platform-surpasses-8b-in-commerce-driven

https://www.prnewswire.com/news-releases/large-retailer-wins-and-growth-in-the-creator-economy-drive-button-to-surpass-10-billion-in-mobile-commerce-driven-in-2023-302006644.html

https://www.norwest.com/?case_studies=button-win-win-win-mobile-commerce-solution

https://www.accelerationpartners.com/resources/partner-qa-button/"
Is Button only for large retailers or can smaller businesses use Button?,"Button is not only for large retailers, but it is generally most valuable for businesses that already have meaningful mobile commerce traffic, affiliate traffic, creator partnerships, or app-based shopping journeys. Button positions itself as a mobile commerce optimization platform used by retailers, publishers, and creators to improve shopping experiences and drive more revenue from mobile traffic. 
Button
+1

Smaller businesses that may benefit from Button

A smaller or mid-sized company could use Button if it has:

A growing ecommerce operation where mobile conversions are important

Affiliate or creator marketing programs that need better tracking and routing

A mobile app or mobile web experience where reducing friction can improve sales

Enough traffic volume to justify investing in conversion optimization

Examples:

A direct-to-consumer brand working with influencers

A niche retailer getting sales from TikTok, Instagram, blogs, or affiliates

A subscription commerce company trying to improve mobile checkout conversion

Where Button may be less suitable

A very small business with:

Low website traffic

Few mobile purchases

No affiliate/creator partnerships

A simple storefront needing basic ecommerce functionality

may not see enough benefit compared with simpler tools. Button is not an ecommerce store builder like Shopify; it is an optimization layer designed to improve existing commerce journeys. 
Shopify

Practical rule of thumb

Small business just starting ecommerce: probably not a priority.

Growing brand with significant mobile sales or partner-driven traffic: worth evaluating.

Large retailer or marketplace: likely a stronger fit because incremental conversion improvements can translate into substantial revenue gains. 
Button

Sources used:
https://www.usebutton.com/post/button-the-worlds-leading-mobile-experience-platform-surpasses-8b-in-commerce-driven

https://www.usebutton.com/post/button-surpasses-1-billion-in-commerce-driven-monthly-as-retailers-and-publishers-leverage-buttons-ai-powered-commerce-optimization-platform

https://www.norwest.com/?case_studies=button-win-win-win-mobile-commerce-solution

https://www.shopify.com/"
How do brands use Button for affiliate marketing?,"Brands use Button for affiliate marketing primarily to improve the mobile shopping journey from affiliate clicks to completed purchases. Button sits between partners (publishers, creators, affiliates) and the brand’s ecommerce experience, helping route traffic into the best-performing mobile destination. 
Button
+1

Common ways brands use Button include:

Turning affiliate clicks into mobile app purchases

Button creates optimized mobile links that can send shoppers directly into the right place in a brand’s app or mobile website instead of a generic landing page.

This helps reduce friction from affiliate traffic, especially when users move between social apps, browsers, and shopping apps. 
PR Newswire

Improving affiliate conversion rates

Brands use Button’s deep linking and optimization technology to increase the chance that a click becomes a sale.

Button says its platform uses signals such as device, app/browser context, and user journey information to optimize commerce experiences. 
PR Newswire

Supporting creator and influencer commerce

Brands can provide creators and publishers with better-performing shopping links for social commerce campaigns.

This helps creators monetize recommendations while giving brands another measurable acquisition channel. 
Norwest
+1

Tracking affiliate-driven mobile revenue

Button integrates with attribution and measurement platforms so brands can better understand how affiliate traffic contributes to app installs, purchases, and revenue. 
PR Newswire
+1

Connecting affiliate programs with mobile strategy

Instead of treating affiliate marketing as only a web channel, brands use Button to make affiliate traffic work better across mobile apps, mobile web, publishers, and creator channels. 
Acceleration Partners

In practice, a brand might give an influencer a Button-powered product link. A shopper taps the link on Instagram or TikTok, gets routed into the brand’s app or optimized mobile checkout flow, and the brand can attribute the resulting purchase back to that affiliate partner. 
Norwest
+1

Sources used:
https://www.usebutton.com/

https://www.usebutton.com/post/button-surpasses-25-billion-in-all-time-commerce-on-the-platform-with-2025-proving-to-be-a-breakout-year-powered-by-the-creator-economy-and-continued-growth-of-commerce-media-and-affiliate-marketing

https://www.norwest.com/?case_studies=button-win-win-win-mobile-commerce-solution

https://www.prnewswire.com/news-releases/button-and-branch-join-hands-to-help-brands-unlock-mobile-growth-in-the-affiliate-channel-301207974.html

https://www.accelerationpartners.com/resources/partner-qa-button/"
How do creators use Button to make money?,"Creators use Button primarily to improve how they monetize affiliate and social commerce traffic. Instead of being an ecommerce marketplace itself, Button helps connect creator-driven clicks to retailer shopping experiences while preserving attribution so creators can receive credit for sales they influence. 
PR Newswire
+1

Common ways creators use Button:

Earn more from affiliate links

A creator shares product links in places like TikTok, Instagram, YouTube, blogs, newsletters, or creator storefronts.

Button helps route those clicks to the retailer’s website or app in a way that can improve tracking and conversion.

When a follower purchases, the creator can earn an affiliate commission if they are part of the retailer’s affiliate program. 
Martech Record

Send followers into retailer apps

Many shoppers prefer buying inside a retailer’s mobile app.

Button’s deep-linking technology can send users from a creator’s content directly into the relevant app screen while maintaining attribution, rather than losing the customer journey between social media, browsers, and apps. 
Martech Record

Improve conversion rates

Creators may get paid only when clicks become purchases, so a smoother shopping experience can increase the number of conversions from their audience.

Button uses optimization technology to help create better mobile commerce journeys from creator and affiliate traffic. 
Button

Support creator networks and agencies

Larger creator businesses, influencer agencies, and publishers can use Button to manage commerce traffic at scale and improve monetization from affiliate campaigns. 
Net Influencer

Example:

A beauty creator posts a TikTok reviewing a skincare product.

The creator adds an affiliate shopping link.

A follower taps it.

Button helps route the shopper to the retailer’s mobile experience with tracking intact.

If the follower buys, the creator receives the affiliate commission.

Button is most useful for creators who already have an audience and generate product discovery or shopping intent. It does not replace creating content, finding brand partnerships, or joining affiliate programs—it helps make the traffic those creators already generate more measurable and monetizable. 
PR Newswire
+1

Sources used:
https://www.prnewswire.com/news-releases/large-retailer-wins-and-growth-in-the-creator-economy-drive-button-to-surpass-10-billion-in-mobile-commerce-driven-in-2023-302006644.html

https://www.usebutton.com/post/large-retailer-wins-and-growth-in-the-creator-economy-drive-button-to-surpass-10-billion-in-mobile-commerce-driven-in-2023

https://martechrecord.com/interviews/leadership-series/qa-how-button-is-powering-creator-commerce-in-a-fractured-ecosystem/

https://www.netinfluencer.com/button-ceo-michael-jaconi-reveals-the-attribution-problem-costing-creators-millions/"
How do publishers use Button to increase affiliate revenue?,"Publishers use Button to improve affiliate revenue by making the path from content → product page → purchase more likely to convert, especially on mobile. Button positions itself as a commerce optimization platform rather than an affiliate network; it helps publishers monetize existing commerce traffic by improving link performance, attribution, and shopping experiences. 
Button
+1

Key ways publishers use Button:

Optimize affiliate links and shopping journeys

Publishers add Button-powered commerce links to articles, reviews, deal pages, and recommendations.

Button can route users through optimized mobile experiences, including app deep links when appropriate, instead of sending every user through a generic web flow. 
PR Newswire

Increase conversion rates from existing traffic

Rather than needing more clicks, publishers aim to get more purchases from the clicks they already generate.

Button uses technologies such as deep linking, route optimization, and AI-driven conversion optimization to improve the likelihood that users complete a transaction. 
PR Newswire
+1

Recover lost attribution

Mobile shopping journeys can lose tracking when users move between browsers, apps, and retailer experiences.

Button focuses on maintaining attribution so publishers can receive credit for commerce referrals that might otherwise be missed. 
PR Newswire
+1

Monetize commerce content more effectively

Publishers with product reviews, gift guides, comparisons, and shopping recommendations can use Button to turn those pages into stronger revenue drivers.

This is especially relevant for media companies that rely on affiliate commissions as part of their commerce strategy. 
Norwest

Improve mobile affiliate performance

Button reports that partners using its platform have seen improvements in mobile commerce metrics, including higher revenue per tap and increased mobile affiliate revenue. 
Button

A simple example:

Without Button

Reader clicks a product recommendation → retailer website opens poorly on mobile → reader abandons → publisher earns nothing.

With Button

Reader clicks recommendation → Button determines the best path (web/app/deep link) → smoother checkout journey → higher chance of purchase → publisher earns more affiliate revenue.

Button is most useful for publishers that already have meaningful commerce traffic (reviews, shopping guides, deal sites, newsletters, or editorial commerce teams) and want to increase revenue from existing audience demand rather than simply drive more visitors. 
Norwest

Sources used:
https://www.usebutton.com/post/button-surpasses-25-billion-in-all-time-commerce-on-the-platform-with-2025-proving-to-be-a-breakout-year-powered-by-the-creator-economy-and-continued-growth-of-commerce-media-and-affiliate-marketing

https://www.usebutton.com/post/button-surpasses-1-billion-in-commerce-driven-monthly-as-retailers-and-publishers-leverage-buttons-ai-powered-commerce-optimization-platform

https://www.prnewswire.com/news-releases/buttons-commerce-optimization-platform-launches-button-for-publishers-302119089.html

https://www.norwest.com/?case_studies=button-win-win-win-mobile-commerce-solution"
What industries use Button?,"Button is mainly used by companies that rely on mobile commerce, affiliate marketing, creator partnerships, and app-based customer journeys. Its customers and use cases span several industries, especially those where improving mobile conversion and tracking customer referrals matters. 
Button
+1

Common industries using Button include:

Industry	How Button is used
Retail & Ecommerce	Helps retailers drive shoppers from affiliate links, creator content, ads, and websites into optimized mobile shopping experiences and apps. 
Button
+1

Fashion & Apparel	Supports brands that depend on influencer marketing, affiliate sales, and mobile shopping conversion. 
PR Newswire

Travel & Hospitality	Helps travel companies route mobile traffic into booking experiences and improve conversion from partner channels. 
Button
+1

Food Delivery & Restaurants	Used by delivery platforms and food businesses to improve mobile ordering journeys and partner-driven acquisition. 
Button
+1

Ridesharing & Transportation	Supports app acquisition and referral-driven commerce flows for mobility companies. 
Button

Grocery & Convenience	Helps mobile-first grocery experiences improve customer acquisition and app usage. 
PR Newswire

Technology & Apps	Used by companies with mobile apps that want better attribution, deep linking, and conversion from external traffic. 
PR Newswire
+1

Creators, Publishers & Affiliate Businesses	Enables creators and publishers to monetize shopping content by optimizing affiliate links and customer journeys. 
PR Newswire

In practice, Button is most relevant for companies that:

Have a mobile app or mobile checkout flow

Get traffic from affiliates, creators, publishers, or partnerships

Want to improve conversion rates, attribution, and revenue from mobile users 
Button
+1

Sources used:
https://www.usebutton.com/post/button-the-worlds-leading-mobile-experience-platform-surpasses-8b-in-commerce-driven

https://www.prnewswire.com/news-releases/new-study-reveals-432-return-on-investment-for-retailers-and-partners-using-buttons-patented-ai-powered-mobile-routing-technology-302801284.html

https://www.prnewswire.com/news-releases/button-surpasses-1-billion-in-mobile-commerce-as-momentum-builds-in-2022-301608497.html

https://www.usebutton.com/

https://www.prnewswire.com/news-releases/large-retailer-wins-and-growth-in-the-creator-economy-drive-button-to-surpass-10-billion-in-mobile-commerce-driven-in-2023-302006644.html"
How much does Button cost to use?,"Button does not publicly list fixed pricing plans. The company appears to use a custom enterprise pricing model, where cost depends on factors such as traffic volume, products used, integrations, and business needs. 
F6S
+1

Typical pricing structure is likely based on a sales-led quote rather than a self-serve subscription. Businesses generally contact Button for a demo or consultation to receive pricing. 
Button

Factors that may affect cost include:

Traffic volume (number of clicks, shoppers, or commerce journeys routed through Button)

Products used (for example, deep linking, mobile commerce optimization, affiliate/creator monetization tools)

Integration requirements (apps, attribution systems, affiliate networks)

Enterprise support and customization needs 
PR Newswire
+1

For smaller creators or businesses looking for a free or low-cost affiliate link tool, Button may not be the typical fit; it is primarily positioned toward retailers, publishers, marketplaces, and other organizations managing significant commerce traffic. 
F6S
+1

Sources used:
https://www.usebutton.com/post/button-the-worlds-leading-mobile-experience-platform-surpasses-8b-in-commerce-driven

https://www.f6s.com/software/button

https://www.prnewswire.com/news-releases/button-the-worlds-leading-mobile-experience-platform-surpasses-8b-in-commerce-driven-301780229.html"
Does Button have pricing plans or enterprise pricing?,"Button does offer enterprise pricing, but it does not appear to publish fixed pricing plans or public price tiers. Pricing is generally handled through a sales process and is likely customized based on factors such as traffic volume, use case, integrations, and business needs. 
Button
+1

Typical Button customers are larger brands, retailers, publishers, and creators using Button for mobile commerce optimization, deep linking, affiliate/creator traffic monetization, and conversion improvement, so pricing is generally positioned as an enterprise B2B solution rather than a self-service subscription with publicly listed plans. 
Button
+1

For companies evaluating Button, expect pricing discussions to focus on:

Traffic volume and scale (clicks, shoppers, transactions)

Products used (such as PostTap or Tap)

Required integrations and support

Revenue optimization goals and partnership needs 
Button

The usual path is to request a demo or contact Button’s sales team for a quote tailored to the company’s requirements. 
Button

Sources:
https://www.usebutton.com/

https://www.usebutton.com/post/button-the-worlds-leading-mobile-experience-platform-surpasses-8b-in-commerce-driven

https://www.f6s.com/software/button"
Is Button free to use?,"No. Button does not appear to offer a free self-serve plan for businesses. Button is an enterprise-focused mobile commerce and affiliate optimization platform, and pricing is typically handled through a sales process rather than a publicly listed free tier. 
Button
+1

Button’s products are aimed at brands, retailers, publishers, and creators that want features such as mobile deep linking, attribution, affiliate tracking, and conversion optimization. Companies generally contact Button for a customized pricing arrangement based on their needs, traffic volume, and use case. 
Button
+1

So:

Free plan: No publicly available free plan found. 
Button
+1

Pricing model: Likely custom/enterprise pricing. 
TrustRadius

Best fit: Larger brands, retailers, publishers, and affiliate/creator programs rather than casual individual users. 
norwest.com
+1

Sources used:
https://www.usebutton.com/

https://www.trustradius.com/products/button/pricing

https://www.usebutton.com/full-service-network

https://www.norwest.com/?case_studies=button-win-win-win-mobile-commerce-solution"
Does Button charge a commission or subscription fee?,"Button does not publicly list a standard self-serve subscription price or a fixed commission rate. Instead, it appears to use an enterprise sales model with pricing tailored to each customer’s needs and scale. 
Button
+1

For brands, retailers, publishers, and creators, Button’s pricing is typically based on factors such as:

traffic volume and usage,

products/features implemented (for example, deep linking, attribution, optimization tools),

business requirements and integrations. 
Button
+1

Button is generally positioned as a technology platform rather than an affiliate network that simply takes a percentage of every sale. Its value proposition is to improve conversion rates, attribution, and affiliate/commerce revenue rather than charge a publicly advertised per-transaction commission. 
Button
+1

For exact pricing, companies typically need to request a demo or speak with Button’s sales team. 
Button

Sources used:
https://www.usebutton.com/

https://www.serchen.com/company/button

https://www.usebutton.com/for-creators"
Is Button worth it for ecommerce businesses?,"Button can be worth it for ecommerce businesses, but it is generally a better fit for mid-market and enterprise retailers with meaningful mobile, affiliate, creator, or app-driven traffic rather than small stores. 
PR Newswire
+1

When Button is likely worth it

1. You rely on affiliate or creator traffic

Button helps brands optimize the journey after someone clicks an affiliate or creator link.

It can route shoppers into the best destination (such as an app experience versus mobile web) and improve tracking and conversion performance. 
F6S
+1

2. You have a strong mobile commerce business

Retailers with a mobile app can benefit because Button focuses on improving mobile shopping paths, app acquisition, and conversion from external traffic sources. 
Acceleration Partners

3. You have enough traffic volume to measure lift

The value comes from incremental revenue: recovering lost conversions, improving affiliate attribution, and increasing app engagement.

Large retailers are the typical customers because they have enough transaction volume for optimization gains to outweigh platform costs. 
PR Newswire

When Button may not be worth it

Small ecommerce businesses with limited traffic: The incremental conversion gains may not justify an enterprise-focused platform.

Businesses without an app: You may get less value if your main challenge is basic storefront conversion rather than mobile journey optimization.

Brands with little affiliate/creator activity: Button’s strongest use case is improving partner-driven commerce traffic. 
Acceleration Partners

Potential benefits

✅ Better affiliate and creator conversion rates
✅ Improved mobile deep linking and app journeys
✅ More accurate tracking of partner-driven sales
✅ Ability to optimize where shoppers land after clicking links 
F6S
+1

Potential drawbacks

❌ Enterprise pricing may be difficult for smaller brands
❌ Requires technical integration and analytics maturity
❌ It optimizes traffic you already have; it does not replace marketing acquisition channels

Bottom line

Button is probably worth evaluating if your ecommerce business:

generates substantial affiliate/creator traffic,

has a mobile app,

spends heavily on partner marketing,

or has enough order volume to measure conversion improvements.

For a smaller Shopify-style store focused mainly on paid ads, SEO, or direct sales, the ROI is likely less compelling.

Sources used:
https://www.g2.com/products/button/reviews

https://www.usebutton.com/post/large-retailer-wins-and-growth-in-the-creator-economy-drive-button-to-surpass-10-billion-in-mobile-commerce-driven-in-2023

https://www.accelerationpartners.com/resources/partner-qa-button/

https://impact.com/marketing-intelligence/ai-driven-affiliate-marketing-button-and-impact-com-integration/"
Is Button worth using for affiliate marketing?,"Yes, Button can be worth using for affiliate marketing, but mainly for publishers, creators, apps, and brands that already generate meaningful commerce traffic. It is less likely to be valuable for a small affiliate site with limited traffic or a simple blog using standard affiliate links. 
PR Newswire
+1

Where Button can add value

1. Better mobile conversion rates

Button focuses on mobile commerce optimization and deep linking, helping send users to the right app, mobile web page, or checkout path instead of losing them during the transition. 
PR Newswire

This can be especially useful when affiliate traffic comes from mobile-heavy channels like social media, apps, newsletters, and content publishers.

2. Improved affiliate revenue from existing traffic

Button is designed to optimize the journey after a user clicks an affiliate link, with the goal of increasing completed purchases rather than simply generating clicks. 
Button

For publishers with high-intent shopping content, small conversion improvements can translate into meaningful revenue gains.

3. Works alongside affiliate partnerships

Button is positioned as a commerce optimization layer rather than a replacement for affiliate networks. It can help publishers and creators monetize traffic they already send to retailers. 
Roastbrief US

Potential drawbacks

Cost and complexity: Button is generally aimed at businesses with established commerce traffic, not casual affiliates.

Requires enough volume: If you only have a few hundred clicks per month, optimization gains may not justify implementation effort.

Not a traffic source: Button does not create an audience; it helps convert existing shopping intent.

Good fit if you are:

✅ A content publisher with product reviews, shopping guides, or deal content
✅ A creator driving product clicks from social channels
✅ An app or platform sending users to retailers
✅ A brand managing affiliate or creator commerce programs

Probably not worth it if you are:

❌ A beginner affiliate marketer with low traffic
❌ Only posting occasional affiliate links
❌ Looking for a tool to find products or grow an audience

Bottom line: Button is most valuable when you already have affiliate traffic and want to squeeze more revenue from every click—especially mobile traffic. For established publishers and commerce-focused creators, it can be a strong optimization tool; for small affiliates, simpler affiliate platforms are usually enough. 
PR Newswire
+1

Sources:
https://www.usebutton.com/post/button-surpasses-25-billion-in-all-time-commerce-on-the-platform-with-2025-proving-to-be-a-breakout-year-powered-by-the-creator-economy-and-continued-growth-of-commerce-media-and-affiliate-marketing

https://www.prnewswire.com/news-releases/buttons-commerce-optimization-platform-launches-button-for-publishers-302119089.html

https://www.usebutton.com/post/button-surpasses-1-billion-in-commerce-driven-monthly-as-retailers-and-publishers-leverage-buttons-ai-powered-commerce-optimization-platform"
Is Button legitimate?,"Yes. Button appears to be a legitimate company, not a scam. It is a real marketing technology company focused on mobile commerce, affiliate marketing, deep linking, and commerce attribution. 
Button
+1

Key signals that support its legitimacy:

Established company: Button was founded in 2014 and is based in New York. 
CB Insights
+1

Real enterprise customers: The company positions itself as working with major brands, retailers, publishers, and creators to improve mobile commerce performance. 
Norwest
+1

Industry backing: Button has raised institutional funding and has been covered by technology and investment sources. 
CB Insights
+1

Recognized technology use case: Its products focus on areas commonly used by legitimate ecommerce and affiliate businesses: deep links, tracking, attribution, and conversion optimization. 
Button
+1

That said, whether Button is worth using depends on your situation. It is generally aimed at:

ecommerce brands trying to improve mobile conversion and affiliate/creator sales,

publishers and creators monetizing commerce traffic,

companies that need better attribution across apps and mobile web. 
Norwest
+1

For a small business with limited traffic, the value may be harder to justify compared with simpler affiliate platforms or link tools. For larger businesses with meaningful mobile commerce volume, it may provide more measurable benefits.

Sources used:
https://www.usebutton.com/

https://www.cbinsights.com/company/button

https://www.norwest.com/?case_studies=button-win-win-win-mobile-commerce-solution

https://www.prnewswire.com/news-releases/large-retailer-wins-and-growth-in-the-creator-economy-drive-button-to-surpass-10-billion-in-mobile-commerce-driven-in-2023-302006644.html"
Is Button a trustworthy company?,"Yes, Button appears to be a legitimate and generally trustworthy B2B technology company, particularly for brands, publishers, creators, and affiliate marketers. It is not a consumer-facing “shopping button” scam or a typical affiliate scheme; it is a marketing technology platform focused on mobile commerce optimization, deep linking, attribution, and affiliate/creator traffic monetization. 
Button
+1

Reasons it appears credible:

Established company history: Button was founded in 2014 and is based in New York. It has raised significant venture funding from institutional investors, including Redpoint Ventures, Norwest, and others. 
Tracxn
+1

Real enterprise usage: Button states that it works with major retailers, publishers, and creators, and investor materials describe it as a platform used by large commerce companies to improve mobile conversion and affiliate performance. 
Norwest

Technology footprint: The company provides documented products around deep linking, identity, attribution, and machine-learning-based routing rather than simply acting as a link-shortening or referral service. 
Button

Industry traction: Button has publicly reported processing billions of dollars in commerce volume through its platform, including more than $25 billion in cumulative commerce activity. 
Button

Things to evaluate before using it:

Fit: Button is primarily designed for businesses with meaningful mobile commerce, affiliate, creator, or publisher traffic. Smaller companies with limited traffic may not see enough benefit to justify integration effort. 
PR Newswire

Vendor diligence: As with any marketing technology vendor, review pricing, data handling, attribution rules, contract terms, and integration requirements before committing.

Performance claims: Some reported results come from Button’s own announcements or commissioned studies, so independent validation for your specific use case is still worthwhile. 
Button
+1

Bottom line: Button looks like a legitimate, established marketing technology provider with real enterprise adoption. The main question is not whether it is trustworthy, but whether your business has enough mobile commerce or affiliate volume for the platform to deliver a worthwhile return.

Sources used:
https://www.usebutton.com/

https://www.norwest.com/?case_studies=button-win-win-win-mobile-commerce-solution

https://tracxn.com/d/companies/button/__XVH3wS1CMICt-WSn5jt7vPEdQu9HCfVjIP_wzMJp9vA

https://www.usebutton.com/post/button-surpasses-25-billion-in-all-time-commerce-on-the-platform-with-2025-proving-to-be-a-breakout-year-powered-by-the-creator-economy-and-continued-growth-of-commerce-media-and-affiliate-marketing

https://www.prnewswire.com/news-releases/large-retailer-wins-and-growth-in-the-creator-economy-drive-button-to-surpass-10-billion-in-mobile-commerce-driven-in-2023-302006644.html"
How long has Button been around?,"Button (the mobile commerce and affiliate marketing technology company) has been around since 2014. The company was founded in New York and originally focused on improving mobile commerce experiences through tools like deep linking, attribution, and mobile conversion optimization. 
CB Insights
+1

As of 2026, Button has been operating for roughly 12 years. 
CB Insights
 It has evolved from a mobile commerce infrastructure provider into a platform focused on creator commerce, affiliate marketing, and commerce optimization. 
Mergr

Sources used:
https://www.cbinsights.com/company/button

https://theorg.com/iterate/michael-jaconi-is-making-mobile-commerce-as-easy-as-the-click-of-a-button

https://mergr.com/company/button"
Who founded Button?,"Button (the mobile commerce and affiliate marketing technology company) was founded in 2014 by a group of entrepreneurs: 
Tracxn

Michael Jaconi — Co-founder and CEO 
THE ORG
+1

Mike Dudas 
Tracxn

Chris Maddern 
Tracxn

Siddhartha Dabral 
Tracxn

Stephen Milbank 
Tracxn

The company was created to help businesses improve mobile commerce by connecting users, publishers, creators, and retailers through better tracking, deep linking, and commerce attribution technology. 
THE ORG
+1
 Michael Jaconi has been the most publicly visible founder, serving as Button’s CEO and spokesperson through its growth and funding stages. 
Button
+1

Sources used:
https://tracxn.com/d/companies/button/__XVH3wS1CMICt-WSn5jt7vPEdQu9HCfVjIP_wzMJp9vA

https://theorg.com/iterate/michael-jaconi-is-making-mobile-commerce-as-easy-as-the-click-of-a-button

https://www.usebutton.com/post/button-raises-30-million-in-series-c-funding-to-build-the-future-of-mobile-commerce

https://www.norwest.com/?case_studies=button-win-win-win-mobile-commerce-solution"
What companies use Button?,"Button is used by a mix of large ecommerce brands, marketplaces, travel companies, retailers, publishers, creators, and affiliate-driven businesses that want to improve mobile shopping journeys, deep linking, attribution, and conversion. 
Button
+1

Publicly referenced companies that use or have been associated with Button include: 
Digital IT News
+1

Company	Industry	How Button is typically used
Uber	Ride sharing / marketplace	Mobile commerce attribution and conversion optimization 
Martech Record

Lululemon	Retail / apparel	Improving mobile shopping experiences and affiliate/creator commerce journeys 
Martech Record

Expedia	Travel	Mobile commerce tracking and conversion optimization 
Martech Record

Sam’s Club	Retail / membership ecommerce	Mobile shopping attribution and optimization 
Martech Record

Amazon	Ecommerce marketplace	Referenced by Button as a brand using its technology for mobile commerce optimization 
Martech Record

Button has also stated that its customers include companies across retail, travel, ride sharing, and food delivery, as well as creators and publishers using affiliate/social commerce models. 
PR Newswire
+1

Typical customer profiles:

Retailers: drive more purchases from mobile traffic and affiliate links. 
PR Newswire

Travel companies: improve mobile booking flows. 
Digital IT News

Marketplaces and apps: improve attribution between partners, apps, and web experiences. 
Acceleration Partners

Publishers and creators: monetize commerce referrals through better tracking and deep links. 
PR Newswire

Sources used:
https://www.usebutton.com/

https://www.usebutton.com/post/button-the-worlds-leading-mobile-experience-platform-surpasses-8b-in-commerce-driven

https://www.prnewswire.com/news-releases/large-retailer-wins-and-growth-in-the-creator-economy-drive-button-to-surpass-10-billion-in-mobile-commerce-driven-in-2023-302006644.html

https://martechrecord.com/interviews/leadership-series/qa-how-button-is-powering-creator-commerce-in-a-fractured-ecosystem/

https://digitalitnews.com/leading-mobile-experience-platform-button-investing-in-mobile-commerce/"
